number,interior_page,batch,subject,expected_filename,fact
36,79,B048,Great Egret,36_great_egret.png,Great egrets use long necks and sharp bills to catch fish and other small animals.
37,81,B048,Green Heron,37_green_heron.png,Green herons sometimes drop small objects on water as bait to attract fish.
38,83,B048,Roseate Spoonbill,38_roseate_spoonbill.png,Roseate spoonbills sweep their spoon-shaped bills side to side through shallow water.
39,85,B048,Wood Stork,39_wood_stork.png,Wood storks find prey by touch as they move their open bills through the water.
40,87,B048,Sandhill Crane,40_sandhill_crane.png,Sandhill cranes perform elaborate dances with jumps and wing flaps.
41,89,B048,Common Moorhen,41_common_moorhen.png,Moorhens use long toes to walk over floating vegetation.
42,91,B048,Purple Gallinule,42_purple_gallinule.png,Purple gallinules have very long toes for walking on lily pads and marsh plants.
43,93,B048,Mallard,43_mallard.png,Mallards tip forward in shallow water to reach plants and small animals below the surface.
44,95,B048,Wood Duck,44_wood_duck.png,Wood ducks often nest in tree cavities near water.
45,97,B048,Canada Goose,45_canada_goose.png,"Canada geese commonly rest and feed around lakes, rivers, and wetlands."
46,99,B048,Belted Kingfisher,46_belted_kingfisher.png,Kingfishers dive headfirst into water to catch fish.
47,101,B048,Osprey,47_osprey.png,Ospreys have special gripping feet that help them hold slippery fish.
48,103,B048,Bald Eagle,48_bald_eagle.png,Bald eagles often hunt fish near rivers and lakes.
49,105,B048,River Kingfisher,49_river_kingfisher.png,Many kingfishers perch above water and watch for fish before diving.
50,107,B048,Common Loon,50_common_loon.png,Loons are powerful divers with legs positioned far back on their bodies.
51,109,B048,Bluegill,51_bluegill.png,Bluegills are freshwater sunfish commonly found in ponds and slow rivers.
52,111,B048,Largemouth Bass,52_largemouth_bass.png,Largemouth bass are ambush predators with very large mouths.
53,113,B048,Channel Catfish,53_channel_catfish.png,Channel catfish use whisker-like barbels to sense food in murky water.
54,115,B048,Common Carp,54_common_carp.png,Carp use sensitive barbels near their mouths to help search for food.
55,117,B048,Alligator Gar,55_alligator_gar.png,"Alligator gar have long bodies, armored scales, and broad toothy jaws."
56,119,B048,Fallfish,56_fallfish.png,Fallfish are large minnows that live in clear rivers and streams.
57,121,B048,Crayfish,57_crayfish.png,Crayfish use claws to grab food and defend themselves.
58,123,B048,Freshwater Mussel,58_freshwater_mussel.png,Freshwater mussels help filter tiny particles from water as they feed.
59,125,B048,Dragonfly Nymph,59_dragonfly_nymph.png,Dragonfly nymphs live underwater before changing into flying adults.
60,127,B048,Water Strider,60_water_strider.png,Water striders use surface tension to skate across the top of ponds and streams.
