number,interior_page,batch,subject,expected_filename,fact
36,79,B046,Fringe-Toed Lizard,36_fringe_toed_lizard.png,Fringe-toed lizards have special scales on their toes that help them move across loose sand.
37,81,B046,Sidewinder,37_sidewinder.png,Sidewinders move sideways across loose sand and leave J-shaped tracks.
38,83,B046,Western Diamondback Rattlesnake,38_western_diamondback_rattlesnake.png,Rattlesnakes warn threats by shaking special segments at the ends of their tails.
39,85,B046,Coachwhip Snake,39_coachwhip_snake.png,Coachwhips are fast nonvenomous snakes found in dry open habitats.
40,87,B046,Desert Tortoise,40_desert_tortoise.png,Desert tortoises spend much of the year in burrows to avoid extreme heat and cold.
41,89,B046,Spadefoot Toad,41_spadefoot_toad.png,Spadefoot toads can remain underground for long dry periods and emerge after heavy rains.
42,91,B046,Sonoran Desert Toad,42_sonoran_desert_toad.png,Sonoran desert toads are large toads that become active during warm rainy weather.
43,93,B046,Desert Rain Frog,43_desert_rain_frog.png,Desert rain frogs have rounded bodies and live in sandy coastal deserts.
44,95,B046,Scorpion,44_scorpion.png,Scorpions use pincers and a curved stinger to capture prey and defend themselves.
45,97,B046,Desert Tarantula,45_desert_tarantula.png,Desert tarantulas spend much of their time in burrows.
46,99,B046,Sun Spider,46_sun_spider.png,Sun spiders are fast arachnids with large jaws but no venomous stinger.
47,101,B046,Darkling Beetle,47_darkling_beetle.png,Some desert darkling beetles collect moisture from fog on their bodies.
48,103,B046,Sahara Silver Ant,48_sahara_silver_ant.png,Sahara silver ants can forage briefly during extremely hot daytime conditions.
49,105,B046,Desert Locust,49_desert_locust.png,Desert locusts can form enormous traveling swarms when conditions are right.
50,107,B046,Tarantula Hawk Wasp,50_tarantula_hawk_wasp.png,Tarantula hawk wasps hunt tarantulas to provide food for their young.
51,109,B046,Desert Honey Ant,51_desert_honey_ant.png,Some honey ants store sweet liquid in the swollen abdomens of special workers.
52,111,B046,Deathstalker Scorpion,52_deathstalker_scorpion.png,Deathstalker scorpions are pale desert scorpions adapted to dry regions.
53,113,B046,Ghost Crab,53_ghost_crab.png,Ghost crabs are fast-running shore crabs that live in burrows above the high-tide line on sandy beaches.
54,115,B046,Saharan Horned Viper,54_saharan_horned_viper.png,Saharan horned vipers can bury themselves in sand with only their eyes exposed.
55,117,B046,Thorny Devil,55_thorny_devil.png,Thorny devils have grooved skin that can channel water toward their mouths.
56,119,B046,Perentie,56_perentie.png,Perenties are large monitor lizards found in arid parts of Australia.
57,121,B046,Bilby,57_bilby.png,Bilbies have long ears and dig deep spiral burrows in dry Australian habitats.
58,123,B046,Red Kangaroo,58_red_kangaroo.png,Red kangaroos are well adapted to Australia's dry interior.
59,125,B046,Emu,59_emu.png,Emus can travel long distances in search of food and water.
60,127,B046,Arabian Sand Gazelle,60_arabian_sand_gazelle.png,Arabian sand gazelles are slender desert antelope adapted to dry open landscapes.
