number,interior_page,batch,subject,expected_filename,fact
26,59,B059,Beaver Lodge,26_beaver_lodge.png,Beavers build lodges from sticks mud and vegetation.
27,61,B059,Muskrat Lodge,27_muskrat_lodge.png,Muskrats build dome-shaped lodges in wetlands.
28,63,B059,Otter Holt,28_otter_holt.png,An otter's resting den can be called a holt.
29,65,B059,Platypus Burrow,29_platypus_burrow.png,Platypuses dig riverbank burrows for resting and nesting.
30,67,B059,Crocodile Nest,30_crocodile_nest.png,Crocodiles lay eggs in nests made of sand or vegetation.
31,69,B060,Alligator Nest,31_alligator_nest.png,Alligators build mound nests from plants and mud.
32,71,B060,Sea Turtle Nest,32_sea_turtle_nest.png,Sea turtles bury their eggs in sandy beach nests.
33,73,B060,Frog Pond,33_frog_pond.png,Many frogs lay eggs in ponds or other freshwater habitats.
34,75,B060,Salamander Log,34_salamander_log.png,Many salamanders shelter under damp logs and rocks.
35,77,B060,Fish Reef,35_fish_reef.png,Coral reefs provide hiding places and food for many fish.
36,79,B060,Clownfish Anemone,36_clownfish_anemone.png,Clownfish shelter among the tentacles of sea anemones.
37,81,B060,Octopus Den,37_octopus_den.png,Octopuses hide in rocky dens and may decorate the entrance with shells.
38,83,B060,Moray Eel Crevice,38_moray_eel_crevice.png,Moray eels often rest in narrow cracks in coral reefs.
39,85,B060,Lobster Crevice,39_lobster_crevice.png,Lobsters shelter in rocky crevices during the day.
40,87,B060,Seahorse Seagrass,40_seahorse_seagrass.png,Seahorses use their tails to grip seagrass and coral.
41,89,B060,Polar Bear Snow Den,41_polar_bear_snow_den.png,Pregnant polar bears dig snow dens where cubs are born.
42,91,B060,Arctic Fox Den,42_arctic_fox_den.png,Arctic fox families may reuse the same den for many years.
43,93,B060,Penguin Nest,43_penguin_nest.png,Many penguins nest on stones or sheltered ice-free ground rather than building nests from ice.
44,95,B060,Seal Ice Hole,44_seal_ice_hole.png,Some seals keep breathing holes open in sea ice.
45,97,B060,Walrus Haul-Out,45_walrus_haul_out.png,Walruses rest together on beaches or floating ice called haul-outs.
46,99,B060,Bat Cave,46_bat_cave.png,Many bats roost in caves trees or buildings.
47,101,B060,Owl Tree Hollow,47_owl_tree_hollow.png,Some owls nest in natural hollows inside trees.
48,103,B060,Squirrel Drey,48_squirrel_drey.png,A squirrel's leafy tree nest is called a drey.
49,105,B060,Woodpecker Cavity,49_woodpecker_cavity.png,Woodpeckers carve nest cavities into tree trunks.
50,107,B060,Raccoon Tree Den,50_raccoon_tree_den.png,Raccoons often sleep in hollow trees or sheltered dens.
51,109,B060,Koala Eucalyptus Tree,51_koala_eucalyptus_tree.png,Koalas spend much of their lives resting and feeding in eucalyptus trees.
52,111,B060,Orangutan Tree Nest,52_orangutan_tree_nest.png,Orangutans build new sleeping nests from branches and leaves.
53,113,B060,Gorilla Ground Nest,53_gorilla_ground_nest.png,Gorillas make simple sleeping nests from leaves and branches.
54,115,B060,Chimpanzee Tree Nest,54_chimpanzee_tree_nest.png,Chimpanzees often build sleeping nests high in trees.
55,117,B060,Lion Pride Territory,55_lion_pride_territory.png,Lions rest in shaded grassland areas within their pride's territory.
56,119,B060,Elephant Water Hole,56_elephant_water_hole.png,Elephants travel to water holes to drink bathe and cool off.
57,121,B060,Giraffe Savanna,57_giraffe_savanna.png,Giraffes live in open savannas and woodlands where tall trees grow.
58,123,B060,Camel Desert Shelter,58_camel_desert_shelter.png,Camels rest in desert shade and are adapted to hot dry habitats.
59,125,B060,Mountain Goat Cliff,59_mountain_goat_cliff.png,Mountain goats live on steep rocky slopes that help protect them from predators.
60,127,B060,Puffin Burrow,60_puffin_burrow.png,Puffins often nest in burrows or rocky crevices near the sea.
