number,interior_page,batch,subject,expected_filename,fact
41,89,B008,Toucanet,41_toucanet.png,Toucanets are smaller relatives of toucans with bright bills and feathers.
42,91,B008,Hoatzin,42_hoatzin.png,Young hoatzins have small claws on their wings that can help them climb.
43,93,B008,Hornbill,43_hornbill.png,Hornbills often have large curved bills and many species nest in tree cavities.
44,95,B008,King Vulture,44_king_vulture.png,King vultures help clean forests by eating dead animals.
45,97,B008,Quetzal,45_quetzal.png,Resplendent quetzals eat fruit and help spread seeds through cloud forests.
46,99,B008,Cassowary,46_cassowary.png,Cassowaries are large flightless birds that help spread rainforest seeds.
47,101,B008,Bird-of-Paradise,47_bird_of_paradise.png,Many birds-of-paradise have colorful feathers used in courtship displays.
48,103,B008,Sun Bear,48_sun_bear.png,Sun bears use long tongues to reach honey and insects.
49,105,B008,Binturong,49_binturong.png,Binturongs are tree-dwelling mammals with tails that can grip branches.
50,107,B008,Malayan Tapir,50_malayan_tapir.png,Malayan tapirs have bold black-and-white coloring as adults.
51,109,B008,Orangutan,51_orangutan.png,Orangutans build leafy sleeping nests high in trees.
52,111,B008,Proboscis Monkey,52_proboscis_monkey.png,Male proboscis monkeys are known for their large noses.
53,113,B008,Gibbon,53_gibbon.png,Gibbons swing through trees using very long arms.
54,115,B008,Clouded Leopard,54_clouded_leopard.png,Clouded leopards have large canine teeth and are excellent climbers.
55,117,B008,Sumatran Tiger,55_sumatran_tiger.png,Sumatran tigers are the smallest living tiger subspecies.
56,119,B008,Asian Elephant,56_asian_elephant.png,"Asian elephants use their trunks to breathe, smell, drink, and grasp objects."
57,121,B008,Pygmy Hippo,57_pygmy_hippo.png,Pygmy hippos are smaller than common hippos and live near West African forests.
58,123,B008,Okapi,58_okapi.png,Okapis have striped legs and are close relatives of giraffes.
59,125,B008,Western Lowland Gorilla,59_western_lowland_gorilla.png,"Western lowland gorillas eat fruit, leaves, stems, and other plants."
60,127,B008,Mandrill,60_mandrill.png,Mandrills are large monkeys with colorful faces and strong canine teeth.
