number,interior_page,batch,subject,expected_filename,fact
33,73,B022,Mosquito,33_mosquito.png,Only female mosquitoes of many species drink blood; both sexes also feed on plant sugars.
34,75,B022,Housefly,34_housefly.png,Houseflies can taste food with sensors on their feet.
35,77,B022,Fruit Fly,35_fruit_fly.png,Fruit flies are attracted to ripe or fermenting fruit.
36,79,B022,Horsefly,36_horsefly.png,Horseflies have very large compound eyes.
37,81,B022,Green Lacewing,37_green_lacewing.png,Lacewing larvae eat many small plant pests such as aphids.
38,83,B022,Mayfly,38_mayfly.png,"Adult mayflies live briefly, while their young can spend much longer living in water."
39,85,B022,Caddisfly,39_caddisfly.png,"Many caddisfly larvae build protective cases from sand, twigs, or other tiny materials."
40,87,B022,Earwig,40_earwig.png,Earwigs have pincer-like structures at the ends of their abdomens.
41,89,B022,Silverfish,41_silverfish.png,Silverfish are wingless insects with shiny scales and three tail-like bristles.
42,91,B022,Flea,42_flea.png,Fleas can jump many times their own body length.
43,93,B022,Water Strider,43_water_strider.png,Water striders can skate across the surface of ponds without sinking.
44,95,B022,Water Boatman,44_water_boatman.png,Water boatmen are aquatic insects that swim using oar-like hind legs.
45,97,B022,Diving Beetle,45_diving_beetle.png,Predaceous diving beetles are strong swimmers and carry air underwater.
46,99,B022,Whirligig Beetle,46_whirligig_beetle.png,Whirligig beetles spin quickly across the surface of ponds in groups.
47,101,B022,Spittlebug,47_spittlebug.png,Spittlebug young hide inside bubbly foam on plant stems.
48,103,B022,Shield Bug,48_shield_bug.png,Shield bugs have broad bodies shaped a little like shields.
49,105,B022,Assassin Bug,49_assassin_bug.png,Assassin bugs use a pointed beak to capture and feed on other small animals.
50,107,B022,Stink Bug,50_stink_bug.png,Many stink bugs release a strong-smelling chemical when disturbed.
51,109,B022,Lanternfly,51_lanternfly.png,Lanternflies are plant-feeding insects with striking wings and colors.
52,111,B022,Dobsonfly,52_dobsonfly.png,"Adult dobsonflies have large wings, and males of some species have very long jaws."
53,113,B022,Mole Cricket,53_mole_cricket.png,Mole crickets have shovel-like front legs made for digging.
54,115,B022,Jerusalem Cricket,54_jerusalem_cricket.png,Jerusalem crickets are large wingless insects that spend much of their time underground.
55,117,B022,Jumping Spider,55_jumping_spider.png,Jumping spiders have excellent eyesight and leap onto prey.
56,119,B022,Orb-Weaver Spider,56_orb_weaver_spider.png,Orb-weaver spiders build round wheel-shaped webs.
57,121,B022,Tarantula,57_tarantula.png,Tarantulas are large hairy spiders that usually hunt from the ground.
58,123,B022,Scorpion,58_scorpion.png,Scorpions have pincers and a curved tail tipped with a stinger.
59,125,B022,Centipede,59_centipede.png,Centipedes have one pair of legs on each body segment.
60,127,B022,Millipede,60_millipede.png,Millipedes have two pairs of legs on most body segments and often curl up for protection.
